id,name,level,actionGroupId,vibrate,hurtEffect,lifetime,movePathType,trackingType,bornOffset,bornLocationType,speed,hitTestMode,triggerHitTestOffset,triggerHitTestRange,hitTestOffset,hitTestRange,disappearMode,hitSpace,isHitTarget,targetNum,TargetKillStateId,TargetState,DefenderOffPos,BringState,hurtMoveTime,hurtActionTime,hitDelay,hitStop,damageDelay,attackRate,upgradeFactor,attackRule,soundHurt,bringShootIdsBoom,bringShootIdsEnd,soundSkill,soundSkillDelay,hurtBuffId,learnId
STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,ARRAY,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING
5455,水柱(直线)5,0,5443,1|1100,8,800,1,1,-350|0|0,0,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5456,水柱(直线)6,0,5443,1|1200,8,800,1,1,-260|-105|0,0,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5457,水柱(直线)7,0,5443,1|1300,8,800,1,1,-50|-150|0,0,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5458,水柱(直线)8,0,5443,1|1300,8,800,1,1,160|-105|0,0,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5459,水柱(直线)9,0,5442,1|900,8,800,1,1,160|0|0,0,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5460,水柱(直线)10,0,5442,1|1000,8,800,1,1,118|84|0,0,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5461,水柱(直线)11,0,5442,1|1100,8,800,1,1,-50|120|0,0,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5462,水柱(直线)12,0,5442,1|1200,8,800,1,1,-218|84|0,0,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5463,水柱(直线)13,0,5442,1|1100,8,800,1,1,-290|0|0,0,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5464,水柱(直线)14,0,5442,1|1200,8,800,1,1,-218|-84|0,0,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5465,水柱(直线)15,0,5442,1|1300,8,800,1,1,-50|-120|0,0,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5466,水柱(直线)16,0,5442,1|1300,8,800,1,1,118|-84|0,0,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5467,水柱(直线)17,0,5441,1|900,8,800,1,1,90|0|0,0,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5468,水柱(直线)18,0,5441,1|1000,8,800,1,1,60|55|0,0,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5469,水柱(直线)19,0,5441,1|1100,8,800,1,1,-50|80|0,0,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5470,水柱(直线)20,0,5441,1|1200,8,800,1,1,-163|55|0,0,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5471,水柱(直线)21,0,5441,1|1100,8,800,1,1,-210|0|0,0,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5472,水柱(直线)22,0,5441,1|1200,8,800,1,1,-163|-58|0,0,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5473,水柱(直线)23,0,5441,1|1300,8,800,1,1,-50|-80|0,0,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5474,水柱(直线)24,0,5441,1|1300,8,800,1,1,60|-58|0,0,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5475,水柱(直线)25,0,5444,1|1100,8,800,1,1,-130|0|0,0,0|0|0,1,,,-120|-60|0,240|120|500|0,2,100,1,2,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5476,水柱(直线)26,0,5444,1|1200,8,800,1,1,30|0|0,0,0|0|0,1,,,-120|-60|0,240|120|500|0,2,100,1,2,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5477,水柱(直线)27,0,5444,1|1300,8,800,1,1,-50|-40|0,0,0|0|0,1,,,-120|-60|0,240|120|500|0,2,100,1,2,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5478,水柱(直线)28,0,5444,1|1300,8,800,1,1,-50|40|0,0,0|0|0,1,,,-120|-60|0,240|120|500|0,2,100,1,2,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5488,落石用砸地1,1,5458,0|0,8,620,1,1,100|20|-400,0,0|0|0,0,,,-100|-40|0,200|80|240|0,2,80,1,1,-1,-1,60|0|120;60|0|120;60|0|120,10|10|10,0|50,700,0,110,0,0.5,0,1,sounds_explosion,,,,,,
5489,砸地,1,5459,0|0,8,620,1,1,100|0|0,0,0|0|0,0,,,-100|-40|0,200|80|240|0,2,80,1,1,-1,-1,60|0|120;60|0|120;60|0|120,10|10|10,0|50,700,0,110,0,0.5,0,1,sounds_explosion,,,,,,
5490,落石准备,1,5460,5|1080,8,10,1,1,170|0|-400,0,0|0|0,1,,,-60|-30|0,120|60|500|0,2,300,0,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5491,落石准备,1,5461,5|1080,8,10,1,1,40|50|-400,0,0|0|0,1,,,-60|-30|0,120|60|500|0,2,300,0,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5492,落石准备,1,5462,5|1080,8,10,1,1,-90|30|-400,0,0|0|0,1,,,-60|-30|0,120|60|500|0,2,300,0,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5493,落石准备,1,5463,5|1080,8,10,1,1,-30|-40|-400,0,0|0|0,1,,,-60|-30|0,120|60|500|0,2,300,0,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5494,落石准备,1,5464,5|1080,8,10,1,1,30|-60|-400,0,0|0|0,1,,,-60|-30|0,120|60|500|0,2,300,0,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5495,落石,1,5480,5|1080,8,480,1,1,170|0|-400,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,100,1,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5496,落石,1,5481,5|1080,8,480,1,1,40|50|-400,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,100,1,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5497,落石,1,5482,5|1080,8,480,1,1,-90|30|-400,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,100,1,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5498,落石,1,5483,5|1080,8,480,1,1,-30|-40|-400,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,100,1,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5499,落石,1,5484,5|1080,8,480,1,1,30|-60|-400,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,100,1,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5501,喷火1,0,5501,0|0,9,1500,1,1,0|0|0,0,0.35|0.1056|0,1,,,0|-30|0,150|60|120|0,1,200,1,1,-1,-1,40|0|0;40|0|5;40|0|5,7|10|10,0|50,700,0,110,0,1,0,1,sounds_fire1,,,,,,
5502,喷火2,0,5502,0|0,9,1500,1,1,0|0|0,0,0.35|0.171|0,1,,,0|-30|0,150|60|120|0,1,200,1,1,-1,-1,40|0|0;40|0|5;40|0|5,7|10|10,0|50,700,0,110,0,1,0,1,sounds_fire1,,,,,,
5503,喷火3,0,5503,0|0,9,1500,1,1,0|0|0,0,0.35|0.171|0,1,,,0|-30|0,150|60|120|0,1,200,1,1,-1,-1,40|0|0;40|0|5;40|0|5,7|10|10,0|50,700,0,110,0,1,0,1,sounds_fire1,,,,,,
5504,喷火4,0,5504,0|0,9,1500,1,1,0|0|0,0,0.35|0.1056|0,1,,,0|-30|0,150|60|120|0,1,200,1,1,-1,-1,40|0|0;40|0|5;40|0|5,7|10|10,0|50,700,0,110,0,1,0,1,sounds_fire1,,,,,,
5505,喷火5,0,5505,0|0,9,1500,1,1,0|0|0,0,0.35|0|0,1,,,0|-30|0,150|60|120|0,1,200,1,1,-1,-1,40|0|0;40|0|5;40|0|5,7|10|10,0|50,700,0,110,0,1,0,1,sounds_fire1,,,,,,
5506,喷火6,0,5506,0|0,9,1500,1,1,0|0|0,0,0.35|-0.1056|0,1,,,0|-30|0,150|60|120|0,1,200,1,1,-1,-1,40|0|0;40|0|5;40|0|5,7|10|10,0|50,700,0,110,0,1,0,1,sounds_fire1,,,,,,
5507,喷火7,0,5507,0|0,9,1500,1,1,0|0|0,0,0.35|-0.1716|0,1,,,0|-30|0,150|60|120|0,1,200,1,1,-1,-1,40|0|0;40|0|5;40|0|5,7|10|10,0|50,700,0,110,0,1,0,1,sounds_fire1,,,,,,
5508,喷火8,0,5508,0|0,9,1500,1,1,0|0|0,0,0.35|-0.1716|0,1,,,0|-30|0,150|60|120|0,1,200,1,1,-1,-1,40|0|0;40|0|5;40|0|5,7|10|10,0|50,700,0,110,0,1,0,1,sounds_fire1,,,,,,
5509,喷火9,0,5509,0|0,9,1500,1,1,0|0|0,0,0.35|-0.1068|0,1,,,0|-30|0,150|60|120|0,1,200,1,1,-1,-1,40|0|0;40|0|5;40|0|5,7|10|10,0|50,700,0,110,0,1,0,1,sounds_fire1,,,,,,
5510,喷火10,0,5510,0|0,9,1500,1,1,0|0|0,0,0.35|0|0,1,,,0|-30|0,150|60|120|0,1,200,1,1,-1,-1,40|0|0;40|0|5;40|0|5,7|10|10,0|50,700,0,110,0,1,0,1,sounds_fire1,,,,,,
5520,落石准备,1,5460,5|1080,8,10,1,1,370|70|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,300,0,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5521,落石准备,1,5461,5|1080,8,10,1,1,420|0|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,300,0,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5522,落石准备,1,5462,5|1080,8,10,1,1,350|-80|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,300,0,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5523,落石准备,1,5463,5|1080,8,10,1,1,120|120|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,300,0,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5524,落石准备,1,5464,5|1080,8,10,1,1,170|-80|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,300,0,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5525,落石准备,1,5465,5|1080,8,10,1,1,-320|120|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,300,0,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5526,落石准备,1,5466,5|1080,8,10,1,1,-380|20|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,300,0,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5527,落石准备,1,5467,5|1080,8,10,1,1,-280|-80|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,300,0,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5528,落石,1,5480,5|1080,8,480,1,1,370|70|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,100,1,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5529,落石,1,5481,5|1080,8,480,1,1,420|0|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,100,1,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5530,落石,1,5482,5|1080,8,480,1,1,350|-80|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,100,1,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5531,落石,1,5483,5|1080,8,480,1,1,120|120|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,100,1,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5532,落石,1,5484,5|1080,8,480,1,1,170|-80|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,100,1,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5533,落石,1,5485,5|1080,8,480,1,1,-320|120|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,100,1,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5534,落石,1,5486,5|1080,8,480,1,1,-380|20|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,100,1,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5535,落石,1,5487,5|1080,8,480,1,1,-280|-80|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,100,1,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5536,落石准备,1,5460,5|1080,8,10,1,1,-451|-50|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,300,0,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5537,落石准备,1,5461,5|1080,8,10,1,1,-516|20|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,300,0,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5538,落石准备,1,5462,5|1080,8,10,1,1,-425|100|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,300,0,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5539,落石准备,1,5463,5|1080,8,10,1,1,-26|-100|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,300,0,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5540,落石准备,1,5464,5|1080,8,10,1,1,-91|100|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,300,0,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5541,落石准备,1,5465,5|1080,8,10,1,1,546|-100|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,300,0,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5542,落石准备,1,5466,5|1080,8,10,1,1,624|0|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,300,0,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5543,落石准备,1,5467,5|1080,8,10,1,1,494|100|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,300,0,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5544,落石,1,5480,5|1080,8,480,1,1,-451|-50|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,100,1,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5545,落石,1,5481,5|1080,8,480,1,1,-516|20|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,100,1,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5546,落石,1,5482,5|1080,8,480,1,1,-425|100|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,100,1,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5547,落石,1,5483,5|1080,8,480,1,1,-26|-100|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,100,1,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5548,落石,1,5484,5|1080,8,480,1,1,-91|100|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,100,1,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5549,落石,1,5485,5|1080,8,480,1,1,546|-100|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,100,1,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5550,落石,1,5486,5|1080,8,480,1,1,624|0|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,100,1,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5551,落石,1,5487,5|1080,8,480,1,1,494|100|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,100,1,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5560,落石准备,1,5460,5|1080,8,10,1,1,150|0|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,300,0,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5561,落石准备,1,5461,5|1080,8,10,1,1,300|0|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,300,0,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5562,落石准备,1,5462,5|1080,8,10,1,1,450|0|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,300,0,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5563,落石,1,5480,5|1080,8,480,1,1,150|0|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,100,1,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5564,落石,1,5481,5|1080,8,480,1,1,300|0|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,100,1,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5565,落石,1,5482,5|1080,8,480,1,1,450|0|0,0,0|0|0,1,,,-120|-40|0,280|90|500|0,2,100,1,1,-1,4,40|0|40;40|0|40;40|0|40,10|10|10,0|50,700,0,110,0,1,0,1,sounds_rockbreak,,,,,,
5580,水柱(直线)1(偏移50),0,5447,1|900,8,800,1,1,250|0|0,1,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5581,水柱(直线)2,0,5447,1|1000,8,800,1,1,160|105|0,1,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5582,水柱(直线)3,0,5447,1|1100,8,800,1,1,-50|150|0,1,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5583,水柱(直线)4,0,5447,1|1200,8,800,1,1,-260|105|0,1,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5584,水柱(直线)5,0,5447,1|1100,8,800,1,1,-350|0|0,1,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5585,水柱(直线)6,0,5447,1|1200,8,800,1,1,-260|-105|0,1,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5586,水柱(直线)7,0,5447,1|1300,8,800,1,1,-50|-150|0,1,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5587,水柱(直线)8,0,5447,1|1300,8,800,1,1,160|-105|0,1,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5588,水柱(直线)9,0,5446,1|900,8,800,1,1,160|0|0,1,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5589,水柱(直线)10,0,5446,1|1000,8,800,1,1,118|84|0,1,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5590,水柱(直线)11,0,5446,1|1100,8,800,1,1,-50|120|0,1,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5591,水柱(直线)12,0,5446,1|1200,8,800,1,1,-218|84|0,1,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5592,水柱(直线)13,0,5446,1|1100,8,800,1,1,-290|0|0,1,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5593,水柱(直线)14,0,5446,1|1200,8,800,1,1,-218|-84|0,1,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5594,水柱(直线)15,0,5446,1|1300,8,800,1,1,-50|-120|0,1,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5595,水柱(直线)16,0,5446,1|1300,8,800,1,1,118|-84|0,1,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5596,水柱(直线)17,0,5445,1|900,8,800,1,1,90|0|0,1,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
5597,水柱(直线)18,0,5445,1|1000,8,800,1,1,60|55|0,1,0|0|0,1,,,0|-40|0,140|80|500|0,2,100,1,1,-1,-1,60|0|160;60|0|150;60|0|150,10|10|10,0|50,700,0,110,0,1,0,1,sounds_cut2,,,,,,
